schoolID,institution,campus,state,focusID
3888,University of Phoenix,Dallas,TX,3
3891,University of Phoenix,Houston,TX,0
3891,University of Phoenix,Houston,TX,2
3891,University of Phoenix,Houston,TX,3
3910,University of Phoenix,San Antonio,TX,0
3910,University of Phoenix,San Antonio,TX,2
3910,University of Phoenix,San Antonio,TX,3
3918,University of Phoenix,Utah,UT,0
3918,University of Phoenix,Utah,UT,2
3918,University of Phoenix,Utah,UT,3
4412,University of Phoenix,Northern Virginia,VA,0
4412,University of Phoenix,Northern Virginia,VA,2
4412,University of Phoenix,Northern Virginia,VA,3
4164,University of Phoenix,Richmond,VA,0
4164,University of Phoenix,Richmond,VA,2
4164,University of Phoenix,Richmond,VA,3
3919,University of Phoenix,Western Washington,WA,0
3919,University of Phoenix,Western Washington,WA,2
3919,University of Phoenix,Western Washington,WA,3
4708,University of Phoenix,Madison,WI,0
4708,University of Phoenix,Madison,WI,2
4708,University of Phoenix,Madison,WI,3
4647,University of Phoenix,Milwaukee,WI,0
4647,University of Phoenix,Milwaukee,WI,2
4647,University of Phoenix,Milwaukee,WI,3
344,Vet Tech Institute,Pittsburgh,PA,6
1629,Western Career College,Pleasant Hill,CA,1
1629,Western Career College,Pleasant Hill,CA,2
1629,Western Career College,Pleasant Hill,CA,3
1629,Western Career College,Pleasant Hill,CA,5
1629,Western Career College,Pleasant Hill,CA,6
1630,Western Career College,Sacramento,CA,0
1630,Western Career College,Sacramento,CA,1
1630,Western Career College,Sacramento,CA,2
1630,Western Career College,Sacramento,CA,3
1630,Western Career College,Sacramento,CA,5
1630,Western Career College,Sacramento,CA,6
1631,Western Career College,San Leandro,CA,0
1631,Western Career College,San Leandro,CA,1
1631,Western Career College,San Leandro,CA,2
1631,Western Career College,San Leandro,CA,5
1631,Western Career College,San Leandro,CA,6
2371,Western Career College,Stockton,CA,1
2371,Western Career College,Stockton,CA,2
2371,Western Career College,Stockton,CA,3
2371,Western Career College,Stockton,CA,5
2371,Western Career College,Stockton,CA,6
2372,Western Career College,Citrus Heights,CA,1
2372,Western Career College,Citrus Heights,CA,2
2372,Western Career College,Citrus Heights,CA,3
2372,Western Career College,Citrus Heights,CA,5
2372,Western Career College,Citrus Heights,CA,6
3293,Western Career College,Antioch,CA,1
3293,Western Career College,Antioch,CA,2
3293,Western Career College,Antioch,CA,5
